"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13066","@C167925 User Logs into Visitcloud page","","Sun Aug 24 07:51:01 UTC 2025","passed","Sun Aug 24 07:51:14 UTC 2025","","login to Visitcloud page","",""
"","10975","@C167928 User Logout Visitcloud page","","Sun Aug 24 07:51:17 UTC 2025","passed","Sun Aug 24 07:51:28 UTC 2025","","logout to Visitcloud page","",""
