"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19625","@C167925 User Logs into Visitcloud page","","Wed Aug 13 11:14:42 UTC 2025","passed","Wed Aug 13 11:15:01 UTC 2025","","login to Visitcloud page","",""
"","11800","@C167928 User Logout Visitcloud page","","Wed Aug 13 11:15:04 UTC 2025","passed","Wed Aug 13 11:15:16 UTC 2025","","logout to Visitcloud page","",""
