"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18237","@C167925 User Logs into Visitcloud page","","Wed Aug 20 02:59:06 UTC 2025","passed","Wed Aug 20 02:59:24 UTC 2025","","login to Visitcloud page","",""
"","11049","@C167928 User Logout Visitcloud page","","Wed Aug 20 02:59:27 UTC 2025","passed","Wed Aug 20 02:59:38 UTC 2025","","logout to Visitcloud page","",""
