"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","173","User Logout Visitcloud page","","Tue Jul 22 12:33:08 UTC 2025","failed","Tue Jul 22 12:33:09 UTC 2025","","logout to Visitcloud page","",""
"","56510","User Logs into Visitcloud page","","Tue Jul 22 12:32:09 UTC 2025","passed","Tue Jul 22 12:33:06 UTC 2025","","login to Visitcloud page","",""
