"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17546","@C167925 User Logs into Visitcloud page","","Sun Aug 24 07:48:52 UTC 2025","passed","Sun Aug 24 07:49:09 UTC 2025","","login to Visitcloud page","",""
"","11523","@C167928 User Logout Visitcloud page","","Sun Aug 24 07:49:12 UTC 2025","passed","Sun Aug 24 07:49:24 UTC 2025","","logout to Visitcloud page","",""
