"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56105","User Logs into Visitcloud page","","Mon Jul 21 14:59:07 UTC 2025","failed","Mon Jul 21 15:00:03 UTC 2025","","login to Visitcloud page","",""
"","107","User Logout Visitcloud page","","Mon Jul 21 15:00:06 UTC 2025","failed","Mon Jul 21 15:00:06 UTC 2025","","logout to Visitcloud page","",""
