"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17400","@C167925 User Logs into Visitcloud page","","Wed Aug 20 03:19:52 UTC 2025","passed","Wed Aug 20 03:20:10 UTC 2025","","login to Visitcloud page","",""
"","11719","@C167928 User Logout Visitcloud page","","Wed Aug 20 03:20:12 UTC 2025","passed","Wed Aug 20 03:20:24 UTC 2025","","logout to Visitcloud page","",""
