"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55816","User Logs into Visitcloud page","","Tue Jul 22 12:58:57 UTC 2025","passed","Tue Jul 22 12:59:53 UTC 2025","","login to Visitcloud page","",""
"","185","User Logout Visitcloud page","","Tue Jul 22 12:59:56 UTC 2025","failed","Tue Jul 22 12:59:56 UTC 2025","","logout to Visitcloud page","",""
