"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16655","@C167925 User Logs into Visitcloud page","","Mon Aug 11 13:44:50 UTC 2025","passed","Mon Aug 11 13:45:07 UTC 2025","","login to Visitcloud page","",""
"","11660","@C167928 User Logout Visitcloud page","","Mon Aug 11 13:45:10 UTC 2025","passed","Mon Aug 11 13:45:21 UTC 2025","","logout to Visitcloud page","",""
