"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","196","User Logout Visitcloud page","","Tue Jul 22 13:27:22 UTC 2025","failed","Tue Jul 22 13:27:22 UTC 2025","","logout to Visitcloud page","",""
"","57297","User Logs into Visitcloud page","","Tue Jul 22 13:26:22 UTC 2025","passed","Tue Jul 22 13:27:19 UTC 2025","","login to Visitcloud page","",""
