"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13241","@C167925 User Logs into Visitcloud page","","Wed Aug 20 03:28:58 UTC 2025","passed","Wed Aug 20 03:29:11 UTC 2025","","login to Visitcloud page","",""
"","11670","@C167928 User Logout Visitcloud page","","Wed Aug 20 03:29:14 UTC 2025","passed","Wed Aug 20 03:29:26 UTC 2025","","logout to Visitcloud page","",""
