"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","174","User Logout Visitcloud page","","Tue Jul 22 11:45:25 UTC 2025","failed","Tue Jul 22 11:45:26 UTC 2025","","logout to Visitcloud page","",""
"","58177","User Logs into Visitcloud page","","Tue Jul 22 11:44:25 UTC 2025","passed","Tue Jul 22 11:45:23 UTC 2025","","login to Visitcloud page","",""
