"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","206","User Logout Visitcloud page","","Tue Jul 22 10:36:55 UTC 2025","failed","Tue Jul 22 10:36:55 UTC 2025","","logout to Visitcloud page","",""
"","56054","User Logs into Visitcloud page","","Tue Jul 22 10:35:56 UTC 2025","passed","Tue Jul 22 10:36:52 UTC 2025","","login to Visitcloud page","",""
